Id_Tempat,Nama_Tempat,Rating,Jumlah_Ulasan,Kategori,Latitude,Longitude,Link,Estimasi_Harga,Sumber_Data,Link_Sumber
292,Offroad Coban Talun - Offroad Batu Malang,4.9,165,Wisata Umum,-7.8010468,112.5176383,https://www.google.com/maps/place/Offroad+Coban+Talun+-+Offroad+Batu+Malang/data=!4m7!3m6!1s0x2e787d93be740a7d:0x10aa73a9e1565329!8m2!3d-7.8010468!4d112.5176383!16s%2Fg%2F11qnztpwyn!19sChIJfQp0vpN9eC4RKVNW4alzqhA?authuser=0&hl=id&rclk=1,7500,offroadcobantalun.com,https://offroadcobantalun.com/
293,Kebun Apel Di Batu,4.4,151,Wisata Umum,-7.8125415,112.5296186,https://www.google.com/maps/place/Kebun+Apel+Di+Batu/data=!4m7!3m6!1s0x2e787f490d36fa2b:0x88ac22075f7afedc!8m2!3d-7.8125415!4d112.5296186!16s%2Fg%2F11gjt5n3br!19sChIJK_o2DUl_eC4R3P56XwcirIg?authuser=0&hl=id&rclk=1,20000,kebun8.com,https://kebun8.com/paket/petik-apel/
294,Pantai Singit ꦥꦼꦱꦶꦱꦶꦂꦱꦶꦔꦶꦠ꧀,4.8,20,Pantai Singit ꦥꦼꦱꦶꦱꦶꦂꦱꦶꦔꦶꦠ꧀,-8.419302,112.6048018,https://www.google.com/maps/place/Pantai+Singit+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%B1%EA%A6%B6%EA%A6%94%EA%A6%B6%EA%A6%A0%EA%A7%80/data=!4m7!3m6!1s0x2e78aa1ba0d4a683:0x7f731ecc884cd504!8m2!3d-8.419302!4d112.6048018!16s%2Fg%2F11cmgkhxtw!19sChIJg6bUoBuqeC4RBNVMiMwec38?authuser=0&hl=id&rclk=1,15000,travel.kompas.com,https://travel.kompas.com/read/2021/01/05/191218427/rute-harga-tiket-dan-aktivitas-wisata-di-tempat-wisata-sekitar-songgoriti?page=all
295,Pantai Buncaran ꦥꦼꦱꦶꦱꦶꦂꦧꦸꦚ꧀ꦕꦫꦤ꧀,4.4,59,Pantai Buncaran ꦥꦼꦱꦶꦱꦶꦂꦧꦸꦚ꧀ꦕꦫꦤ꧀,-8.4165454,112.5954665,https://www.google.com/maps/place/Pantai+Buncaran+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%A7%EA%A6%B8%EA%A6%9A%EA%A7%80%EA%A6%95%EA%A6%AB%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2e78aa21db080475:0xd6819ff2ef072e4e!8m2!3d-8.4165454!4d112.5954665!16s%2Fg%2F11cmzkl1v1!19sChIJdQQI2yGqeC4RTi4H7_KfgdY?authuser=0&hl=id&rclk=1,7000,pantainesia.com,https://www.pantainesia.com/pantai-kuncaran
296,Pantai Karang ꦥꦼꦱꦶꦱꦶꦂꦏꦫꦁ,4.4,27,Pantai Karang ꦥꦼꦱꦶꦱꦶꦂꦏꦫꦁ,-8.4181927,112.6005472,https://www.google.com/maps/place/Pantai+Karang+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%8F%EA%A6%AB%EA%A6%81/data=!4m7!3m6!1s0x2e78aa194a6d6e1d:0x968f6b1c37579fb7!8m2!3d-8.4181927!4d112.6005472!16s%2Fg%2F11cmgkn30t!19sChIJHW5tShmqeC4Rt59XNxxrj5Y?authuser=0&hl=id&rclk=1,15000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/17-pantai-di-malang-yang-memiliki-panorama-unik/16468
297,Pantai Tanjung Penyu,4.7,3646,Pantai Tanjung Penyu,-8.4361094,112.6476701,https://www.google.com/maps/place/Pantai+Tanjung+Penyu/data=!4m7!3m6!1s0x2dd601d401d00aeb:0x95e3d2e3326a418d!8m2!3d-8.4361094!4d112.6476701!16s%2Fg%2F11ptv62d1w!19sChIJ6wrQAdQB1i0RjUFqMuPS45U?authuser=0&hl=id&rclk=1,10000,traveloka.com,https://www.traveloka.com/id-id/explore/activities/panduan-wisata-pantai-tanjung-penyu-malang-ta/337922
298,Pantai Wedi Klopo,4.4,61,Pantai Wedi Klopo,-8.4283125,112.6153125,https://www.google.com/maps/place/Pantai+Wedi+Klopo/data=!4m7!3m6!1s0x2e78aa0bea156657:0x49c348b7f1efae4b!8m2!3d-8.4283125!4d112.6153125!16s%2Fg%2F11bxg36_96!19sChIJV2YV6guqeC4RS67v8bdIw0k?authuser=0&hl=id&rclk=1,5000,paketwisatabromo.co.id,https://www.paketwisatabromo.co.id/pantai-wedi-klopo/
299,Gunung Gede Sumberejo,4.6,20,Gunung Gede Sumberejo,-8.247082,112.610271,https://www.google.com/maps/place/Gunung+Gede+Sumberejo/data=!4m7!3m6!1s0x2e78a1b72de88fbd:0xbc34aa3d55a41916!8m2!3d-8.247082!4d112.610271!16s%2Fg%2F11h_g0dvrv!19sChIJvY_oLbeheC4RFhmkVT2qNLw?authuser=0&hl=id&rclk=1,34000,eigeradventure.com,https://www.eigeradventure.com/blog/biaya-naik-gunung-gede/
300,Wisata Sumber Janji,3.8,28,Wisata Sumber Janji,-8.1958053,112.6829786,https://www.google.com/maps/place/Wisata+Sumber+Janji/data=!4m7!3m6!1s0x2dd61f1bac4c0d3d:0x6ed0e1d8110d31c8!8m2!3d-8.1958053!4d112.6829786!16s%2Fg%2F11f1nfrgc1!19sChIJPQ1MrBsf1i0RyDENEdjh0G4?authuser=0&hl=id&rclk=1,5000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/wisata-sumber-janji
301,"Taman Wisata "" Sumber Alam """,4.1,656,Wisata Umum,-8.133994,112.6817148,https://www.google.com/maps/place/Taman+Wisata+%22+Sumber+Alam+%22/data=!4m7!3m6!1s0x2dd621baf9fbe271:0x90e30d48456080ee!8m2!3d-8.133994!4d112.6817148!16s%2Fg%2F11b6yfl8w9!19sChIJceL7-boh1i0R7oBgRUgN45A?authuser=0&hl=id&rclk=1,10000,malang.merdeka.com,http://malang.merdeka.com/pariwisata/berwisata-menikmati-kesegaran-mata-air-sumber-alam-1606228.html
302,Wisata Sumber Buntung,4.4,35,Wisata Sumber Buntung,-8.2179561,112.5890919,https://www.google.com/maps/place/Wisata+Sumber+Buntung/data=!4m7!3m6!1s0x2e78a164584ff3db:0xc5799f5fda4f23a6!8m2!3d-8.2179561!4d112.5890919!16s%2Fg%2F11nn0x7409!19sChIJ2_NPWGSheC4RpiNP2l-fecU?authuser=0&hl=id&rclk=1,5000,instagram.com,https://www.instagram.com/reel/DMpqc9qyZ5-/
304,Pemandian Sumber Jeruk,4.4,302,Wisata Umum,-8.1629991,112.5942917,https://www.google.com/maps/place/Pemandian+Sumber+Jeruk/data=!4m7!3m6!1s0x2e789f8b665bada1:0x336cdb8bf3e41eec!8m2!3d-8.1629991!4d112.5942917!16s%2Fg%2F11c5qt1yp9!19sChIJoa1bZoufeC4R7B7k84vbbDM?authuser=0&hl=id&rclk=1,5000,matic.malangkab.go.id,https://matic.malangkab.go.id/listing/pemandian-sumber-jeruk
305,Mie ayam kali mbureng,4.4,128,Wisata Umum,-8.1568749,112.5956717,https://www.google.com/maps/place/Mie+ayam+kali+mbureng/data=!4m7!3m6!1s0x2e789f92ac265e1f:0x7d6567a80bee6a01!8m2!3d-8.1568749!4d112.5956717!16s%2Fg%2F11g9q4ghbx!19sChIJH14mrJKfeC4RAWruC6hnZX0?authuser=0&hl=id&rclk=1,10000,id.trip.com,https://id.trip.com/travel-guide/attraction/gondanglegi/kali-mbureng-136821322/
306,Kaliku,4.3,40,Wisata Umum,-8.0588904,112.5993356,https://www.google.com/maps/place/Kaliku/data=!4m7!3m6!1s0x2e789d9ab7610411:0xeef66717f14638e3!8m2!3d-8.0588904!4d112.5993356!16s%2Fg%2F11h8fgr1jx!19sChIJEQRht5qdeC4R4zhG8Rdn9u4?authuser=0&hl=id&rclk=1,45000,instagram.com,https://www.instagram.com/p/DWd0Tmsj9Hf/?hl=id
307,Taman Wisata Edukasi Buring Kedungkandang,4.3,256,Taman Wisata Edukasi Buring Kedungkandang,-7.9896814,112.6539451,https://www.google.com/maps/place/Taman+Wisata+Edukasi+Buring+Kedungkandang/data=!4m7!3m6!1s0x2dd6286fbf7d6f27:0x29bd96b977544131!8m2!3d-7.9896814!4d112.6539451!16s%2Fg%2F11dfgwdcm5!19sChIJJ299v28o1i0RMUFUd7mWvSk?authuser=0&hl=id&rclk=1,5000,tirtajayatravel.com,https://tirtajayatravel.com/29-wisata-edukasi-malang-cocok-buat-anak/
308,Wisata Kampung Topeng,4.1,503,Wisata Kampung Topeng,-8.0272333,112.6749005,https://www.google.com/maps/place/Wisata+Kampung+Topeng/data=!4m7!3m6!1s0x2dd6264e8d221ee9:0xd40786dfc9a9869f!8m2!3d-8.0272333!4d112.6749005!16s%2Fg%2F11dymfzls2!19sChIJ6R4ijU4m1i0Rn4apyd-GB9Q?authuser=0&hl=id&rclk=1,5000,nahwatravel.co.id,https://nahwatravel.co.id/wisata-kampung-topeng
309,Wisata aeng wonokoyo,4.2,37,Wisata aeng wonokoyo,-8.0240076,112.6471628,https://www.google.com/maps/place/Wisata+aeng+wonokoyo/data=!4m7!3m6!1s0x2dd6273d1a2846ed:0x5ee3758af7a21eed!8m2!3d-8.0240076!4d112.6471628!16s%2Fg%2F11j088c_z9!19sChIJ7UYoGj0n1i0R7R6i94p1414?authuser=0&hl=id&rclk=1,5000,lemon8-app.com,https://www.lemon8-app.com/slvannt/7347116136862843394?region=id
310,Taman Merbabu,4.4,1250,Taman Merbabu,-7.967958,112.6258225,https://www.google.com/maps/place/Taman+Merbabu/data=!4m7!3m6!1s0x2dd628294b089919:0xc8c84e5e52a69da7!8m2!3d-7.967958!4d112.6258225!16s%2Fg%2F11b77jl6s_!19sChIJGZkISyko1i0Rp52mUl5OyMg?authuser=0&hl=id&rclk=1,25000,nahwatravel.co.id,https://nahwatravel.co.id/taman-dengan-fasilitas-terlengkap-di-kota-malang
311,Taman Trunojoyo,4.4,2549,Taman Trunojoyo,-7.9764328,112.6365191,https://www.google.com/maps/place/Taman+Trunojoyo/data=!4m7!3m6!1s0x2dd6283bf58c5105:0xbc237cc194f94ff1!8m2!3d-7.9764328!4d112.6365191!16s%2Fg%2F11b6dhlygy!19sChIJBVGM9Tso1i0R8U_5lMF8I7w?authuser=0&hl=id&rclk=1,0,niagatour.com,https://niagatour.com/taman-trunojoyo-malang/
312,Graha Tumapel,4.4,394,Wisata Umum,-7.9782186,112.6327729,https://www.google.com/maps/place/Graha+Tumapel/data=!4m7!3m6!1s0x2dd6283cc6b75d69:0xe48c45bdf49dc5ad!8m2!3d-7.9782186!4d112.6327729!16s%2Fg%2F11clswz_t2!19sChIJaV23xjwo1i0RrcWd9L1FjOQ?authuser=0&hl=id&rclk=1,5000,paketwisatabromo.co.id,https://www.paketwisatabromo.co.id/wisma-tumapel/
313,Kampung Biru Arema,4.5,924,"""- Spot wisata murah",-7.9813051,112.6376925,https://www.google.com/maps/place/Kampung+Biru+Arema/data=!4m7!3m6!1s0x2dd6283df8ee492d:0xc9e17164ff456435!8m2!3d-7.9813051!4d112.6376925!16s%2Fg%2F11f_xpc6qk!19sChIJLUnu-D0o1i0RNWRF_2Rx4ck?authuser=0&hl=id&rclk=1,5000,nahwatravel.co.id,https://nahwatravel.co.id/kampung-biru-arema-wisata-tematik-malang
314,Taman Slamet,4.4,4410,Taman Slamet,-7.973708,112.6224499,https://www.google.com/maps/place/Taman+Slamet/data=!4m7!3m6!1s0x2dd62827b6a6a91b:0x51f3a3ea11638ac2!8m2!3d-7.973708!4d112.6224499!16s%2Fg%2F11cm0pqfpg!19sChIJG6mmtico1i0RwopjEeqj81E?authuser=0&hl=id&rclk=1,5000,instagram.com,https://www.instagram.com/p/DXEwDKpmMXh/
315,Alun Alun Tugu Malang - Jan Pieterszoon Coen Plein,4.6,14089,Wisata Umum,-7.977143,112.6340478,https://www.google.com/maps/place/Alun+Alun+Tugu+Malang+-+Jan+Pieterszoon+Coen+Plein/data=!4m7!3m6!1s0x2dd6283c9aefcdfb:0xe288628857685d91!8m2!3d-7.977143!4d112.6340478!16s%2Fg%2F120m0pv8!19sChIJ-83vmjwo1i0RkV1oV4hiiOI?authuser=0&hl=id&rclk=1,5000,detik.com,https://www.detik.com/jatim/wisata/d-6902658/alun-alun-kota-malang-daya-tarik-lokasi-dan-harga-tiket
316,Gramophone Taman Cerme,4.4,123,Gramophone Taman Cerme,-7.9703423,112.6252428,https://www.google.com/maps/place/Gramophone+Taman+Cerme/data=!4m7!3m6!1s0x2dd62828cea48319:0x3f40c7aa0498094d!8m2!3d-7.9703423!4d112.6252428!16s%2Fg%2F11cnp293k1!19sChIJGYOkzigo1i0RTQmYBKrHQD8?authuser=0&hl=id&rclk=1,0,id.trip.com,https://id.trip.com/travel-guide/attraction/malang-city/taman-cerme-gramophone-142473607/
317,Brawijaya Edupark,4.2,2999,Wisata Umum,-7.975767,112.631746,https://www.google.com/maps/place/Brawijaya+Edupark/data=!4m7!3m6!1s0x2dd62824ac0d8709:0xafcf27798a1d102e!8m2!3d-7.975767!4d112.631746!16s%2Fg%2F1hm3pc4yz!19sChIJCYcNrCQo1i0RLhAdinknz68?authuser=0&hl=id&rclk=1,20000,travelspromo.com,https://travelspromo.com/htm-wisata/brawijaya-edupark-malang/
318,Hutan Kota Malabar Malang,4.3,1514,Wisata Umum,-7.9685,112.626514,https://www.google.com/maps/place/Hutan+Kota+Malabar+Malang/data=!4m7!3m6!1s0x2dd6282ecf448353:0xec9d5a66c7c3c036!8m2!3d-7.9685!4d112.626514!16s%2Fg%2F11b75kygtg!19sChIJU4NEzy4o1i0RNsDDx2Zanew?authuser=0&hl=id&rclk=1,2000,traveloka.com,https://www.traveloka.com/id-id/explore/destination/kegiatan-yang-dapat-kamu-lakukan-selama-wisata-di-hutan-kota-malabar-acc/146669
319,Kampoeng Heritage Kajoetangan,4.6,6593,Wisata Umum,-7.978964,112.6292965,https://www.google.com/maps/place/Kampoeng+Heritage+Kajoetangan/data=!4m7!3m6!1s0x2dd6292a5fa96abd:0x4c4114e495f92910!8m2!3d-7.978964!4d112.6292965!16s%2Fg%2F11gh72kzgv!19sChIJvWqpXyop1i0RECn5leQUQUw?authuser=0&hl=id&rclk=1,10000,travel.kompas.com,https://travel.kompas.com/read/2022/05/10/131000527/rute-harga-tiket-dan-fasilitas-kampoeng-heritage-kajoetangan-malang?page=all
320,Idjen Boulevard,4.8,5650,Wisata Umum,-7.9723826,112.6218276,https://www.google.com/maps/place/Idjen+Boulevard/data=!4m7!3m6!1s0x2dd62827d9a90075:0x918d59de4008c265!8m2!3d-7.9723826!4d112.6218276!16s%2Fg%2F11g7z5fmql!19sChIJdQCp2Sco1i0RZcIIQN5ZjZE?authuser=0&hl=id&rclk=1,2000,id.trip.com,https://id.trip.com/travel-guide/attraction/klojen/idjen-boulevard-61142513/
321,Wisata Kali Cemplong,4.3,442,Wisata Kali Cemplong,-7.9608731,112.6612112,https://www.google.com/maps/place/Wisata+Kali+Cemplong/data=!4m7!3m6!1s0x2dd62953ae8c0667:0x216604aba37b6ee0!8m2!3d-7.9608731!4d112.6612112!16s%2Fg%2F11jj_5xz5g!19sChIJZwaMrlMp1i0R4G57o6sEZiE?authuser=0&hl=id&rclk=1,5000,seru.co.id,https://seru.co.id/21854-wisata-kali-cemplong-tempat-kongkow-mainstream-bantaran-sungai-bambu-di-jalur-gaza
322,Taman Dempo,4.6,397,Taman Dempo,-7.96904,112.6204436,https://www.google.com/maps/place/Taman+Dempo/data=!4m7!3m6!1s0x2dd62829da8b9073:0x81dab3e551d9ca25!8m2!3d-7.96904!4d112.6204436!16s%2Fg%2F11f3jggqxd!19sChIJc5CL2iko1i0RJcrZUeWz2oE?authuser=0&hl=id&rclk=1,5000,id.trip.com,https://id.trip.com/travel-guide/attraction/malang-city/taman-dempo-136945992/
323,Taman Tjerme,4.4,282,Taman Tjerme,-7.9703954,112.6252518,https://www.google.com/maps/place/Taman+Tjerme/data=!4m7!3m6!1s0x2dd6282f33303229:0xc839c2d680b1341f!8m2!3d-7.9703954!4d112.6252518!16s%2Fg%2F11cs69c0kt!19sChIJKTIwMy8o1i0RHzSxgNbCOcg?authuser=0&hl=id&rclk=1,30000,instagram.com,https://www.instagram.com/reel/DMhsJeQJqzb/?hl=id
324,Wisata & Edukasi Duta Pengangguran,4.7,22,Wisata & Edukasi Duta Pengangguran,-7.9832243,112.6173156,https://www.google.com/maps/place/Wisata+%26+Edukasi+Duta+Pengangguran/data=!4m7!3m6!1s0x2e7883005eabf151:0xde073cfb2a199c95!8m2!3d-7.9832243!4d112.6173156!16s%2Fg%2F11xt96glb7!19sChIJUfGrXgCDeC4RlZwZKvs8B94?authuser=0&hl=id&rclk=1,10000,instagram.com,https://www.instagram.com/p/DTHN9YuEsga/
325,Sweetmemoriesselfie,4.8,149,Wisata Umum,-7.983933,112.6321102,https://www.google.com/maps/place/Sweetmemoriesselfie/data=!4m7!3m6!1s0x2e7881d41361a339:0x34a6c115c3666572!8m2!3d-7.983933!4d112.6321102!16s%2Fg%2F11h7_s18w5!19sChIJOaNhE9SBeC4RcmVmwxXBpjQ?authuser=0&hl=id&rclk=1,30000,malang.suara.com,https://malang.suara.com/read/2024/01/16/153214/sweet-memories-selfie-destinasi-swafoto-baru-yang-instagramable-di-kota-malang
326,Masjid Agung Jami' Kota Malang,4.8,6668,Masjid Agung Jami' Kota Malang,-7.9823828,112.6297224,https://www.google.com/maps/place/Masjid+Agung+Jami%27+Kota+Malang/data=!4m7!3m6!1s0x2dd62822a31a9fad:0x5da7660ad2d7e18c!8m2!3d-7.9823828!4d112.6297224!16s%2Fg%2F15dpwxjm!19sChIJrZ8aoyIo1i0RjOHX0gpmp10?authuser=0&hl=id&rclk=1,0,id.trip.com,https://id.trip.com/travel-guide/attraction/klojen/malang-jami-grand-mosque-104147820/
327,Taman Singha Merjosari,4.5,9471,Taman Singha Merjosari,-7.9452159,112.6031939,https://www.google.com/maps/place/Taman+Singha+Merjosari/data=!4m7!3m6!1s0x2e78826c66a7e6df:0x2b4c8886fafaca5b!8m2!3d-7.9452159!4d112.6031939!16s%2Fg%2F11b6dqbbm6!19sChIJ3-anZmyCeC4RW8r6-oaITCs?authuser=0&hl=id&rclk=1,2000,atourin.com,https://atourin.com/destination/malang/taman-singha-merjosari
328,Kampung Budaya Polowijen,4.5,556,Wisata Umum,-7.9293194,112.6433852,https://www.google.com/maps/place/Kampung+Budaya+Polowijen/data=!4m7!3m6!1s0x2dd629f2b6c595ff:0xd8ab802f6677086e!8m2!3d-7.9293194!4d112.6433852!16s%2Fg%2F11d_5zymhl!19sChIJ_5XFtvIp1i0Rbgh3Zi-Aq9g?authuser=0&hl=id&rclk=1,50000,djalanin.com,https://www.djalanin.com/destination/kampung-budaya-polowijen
329,Hutan Tidar,4.7,22,Taman Kota · 2JP2+WJG,-7.9626791,112.6015873,https://www.google.com/maps/place/Hutan+Tidar/data=!4m7!3m6!1s0x2e7883eb41527f9f:0xd200fd6a69ec097c!8m2!3d-7.9626791!4d112.6015873!16s%2Fg%2F11f7hfc64n!19sChIJn39SQeuDeC4RfAnsaWr9ANI?authuser=0&hl=id&rclk=1,5000,travelspromo.com,https://travelspromo.com/htm-wisata/gunung-tidar-magelang/
330,Taman Bunga Merjosari,4.7,686,Taman Bunga Merjosari,-7.9455053,112.6042153,https://www.google.com/maps/place/Taman+Bunga+Merjosari/data=!4m7!3m6!1s0x2e7883a460015753:0x2abded9c6dcf5d1b!8m2!3d-7.9455053!4d112.6042153!16s%2Fg%2F11smbrmxyp!19sChIJU1cBYKSDeC4RG13PbZztvSo?authuser=0&hl=id&rclk=1,35000,lemon8-app.com,https://www.lemon8-app.com/user8788887843/7128034257221501442?region=id
331,Taman Bermain & Olahraga,4.3,152,Taman Bermain & Olahraga,-7.962465,112.5926851,https://www.google.com/maps/place/Taman+Bermain+%26+Olahraga/data=!4m7!3m6!1s0x2e78825f74a7b393:0x7830db80036dc8a0!8m2!3d-7.962465!4d112.5926851!16s%2Fg%2F11cssvf2rj!19sChIJk7OndF-CeC4RoMhtA4DbMHg?authuser=0&hl=id&rclk=1,52000,traveloka.com,https://www.traveloka.com/id-id/explore/activities/rekomendasi-playground-malang-terbaru-ta/341615
332,Candi Karang Besuki,4.5,149,Wisata Umum,-7.9523109,112.5997719,https://www.google.com/maps/place/Candi+Karang+Besuki/data=!4m7!3m6!1s0x2e78826884cf179f:0xbbf9a5cf3c955fee!8m2!3d-7.9523109!4d112.5997719!16s%2Fg%2F11clwlck76!19sChIJnxfPhGiCeC4R7l-VPM-l-bs?authuser=0&hl=id&rclk=1,10000,tirto.id,https://tirto.id/harga-tiket-masuk-candi-di-indonesia-borobudur-hingga-tanah-lot-gsJs
333,Taman Lalu Lintas Merjosari Malang,4.5,135,Taman Lalu Lintas Merjosari Malang,-7.9455095,112.6026756,https://www.google.com/maps/place/Taman+Lalu+Lintas+Merjosari+Malang/data=!4m7!3m6!1s0x2e78826c7cc50675:0x75fb3ea336037797!8m2!3d-7.9455095!4d112.6026756!16s%2Fg%2F11g81s35p_!19sChIJdQbFfGyCeC4Rl3cDNqM--3U?authuser=0&hl=id&rclk=1,30000,nahwatravel.co.id,https://nahwatravel.co.id/taman-dengan-fasilitas-terlengkap-di-kota-malang
334,Kampung Cempluk,4.5,332,Wisata Umum,-7.9680344,112.5964792,https://www.google.com/maps/place/Kampung+Cempluk/data=!4m7!3m6!1s0x2e78825788f7a04d:0xb7cfa4254354bbf4!8m2!3d-7.9680344!4d112.5964792!16s%2Fg%2F11b8z178h5!19sChIJTaD3iFeCeC4R9LtUQyWkz7c?authuser=0&hl=id&rclk=1,30000,instagram.com,https://www.instagram.com/p/DPWfIttE6mj/
335,EXTREME SPORTS CENTER INDONESIA,5.0,72,Wisata Umum,-7.9411286,112.5976053,https://www.google.com/maps/place/EXTREME+SPORTS+CENTER+INDONESIA/data=!4m7!3m6!1s0x2e78830008edc3d1:0x13222a58387f0901!8m2!3d-7.9411286!4d112.5976053!16s%2Fg%2F11xgq65k2q!19sChIJ0cPtCACDeC4RAQl_OFgqIhM?authuser=0&hl=id&rclk=1,35000,instagram.com,https://www.instagram.com/reel/DWQajAkido7/
336,Kebun Botol,5.0,52,Wisata Umum,-7.9272369,112.6034267,https://www.google.com/maps/place/Kebun+Botol/data=!4m7!3m6!1s0x2e7883f9a533e4d7:0xbf4bf2297a22aeaa!8m2!3d-7.9272369!4d112.6034267!16s%2Fg%2F11sc29rpl1!19sChIJ1-QzpfmDeC4Rqq4ieinyS78?authuser=0&hl=id&rclk=1,20000,travel.detik.com,https://travel.detik.com/domestic-destination/d-4665934/wisata-petik-apel-malang-tiket-masuk-hingga-lokasinya
337,Taman Terapi (ITP),3.8,84,Taman Terapi (ITP),-7.9339336,112.6028358,https://www.google.com/maps/place/Taman+Terapi+%28ITP%29/data=!4m7!3m6!1s0x2e788210c7bf1e31:0xfb8444935e728419!8m2!3d-7.9339336!4d112.6028358!16s%2Fg%2F11cjh_bm5f!19sChIJMR6_xxCCeC4RGYRyXpNEhPs?authuser=0&hl=id&rclk=1,0,resimojo.mojokertokab.go.id,https://resimojo.mojokertokab.go.id/Riset/1732091258_1.%20DRAFT%20LAPORAN%20AKHIR%20rev%203.pdf
338,Kawasan Wisata Lembah Dieng Malang - Indonesia Jenius Partner,3.8,95,Wisata Umum,-7.9651201,112.5964449,https://www.google.com/maps/place/Kawasan+Wisata+Lembah+Dieng+Malang+-+Indonesia+Jenius+Partner/data=!4m7!3m6!1s0x2e78828baa2c6eb1:0xb9271afa4b9d97f9!8m2!3d-7.9651201!4d112.5964449!16s%2Fg%2F1tdmxyk5!19sChIJsW4sqouCeC4R-ZedS_oaJ7k?authuser=0&hl=id&rclk=1,10000,niagatour.com,https://niagatour.com/wisata-lembah-dieng-malang/
339,Alun-alun Karangploso,4.0,656,Taman · ,-7.8928351,112.5948164,https://www.google.com/maps/place/Alun-alun+Karangploso/data=!4m7!3m6!1s0x2e7881b8435ce06f:0x3290940b23e5824e!8m2!3d-7.8928351!4d112.5948164!16s%2Fg%2F11f89x2dcx!19sChIJb-BcQ7iBeC4RToLlIwuUkDI?authuser=0&hl=id&rclk=1,0,traveloka.com,https://www.traveloka.com/id-id/explore/destination/wisata-malam-di-malang-acc/556769
340,Desa Wisata Pendem,4.6,20,Desa Wisata Pendem,-7.8970849,112.5772481,https://www.google.com/maps/place/Desa+Wisata+Pendem/data=!4m7!3m6!1s0x2e788102abfa7979:0x64b9c02bba5cd8fa!8m2!3d-7.8970849!4d112.5772481!16s%2Fg%2F11p55rgm5c!19sChIJeXn6qwKBeC4R-thcuivAuWQ?authuser=0&hl=id&rclk=1,7500,travelspromo.com,https://travelspromo.com/htm-wisata/benteng-pendem-cilacap/
341,Gerbang Masuk Kota Wisata Batu,4.3,197,Gerbang Masuk Kota Wisata Batu,-7.910433,112.580618,https://www.google.com/maps/place/Gerbang+Masuk+Kota+Wisata+Batu/data=!4m7!3m6!1s0x2e78819bae59fa41:0xd0a14de986a5e4aa!8m2!3d-7.910433!4d112.580618!16s%2Fg%2F11b6v896t7!19sChIJQfpZrpuBeC4RquSlhulNodA?authuser=0&hl=id&rclk=1,35000,lemon8-app.com,https://www.lemon8-app.com/experience/tempat-wisata-di-batu-malang?region=id
342,The Legend Star - Jawa Timur Park 3,4.7,2149,Wisata Umum,-7.8992846,112.5522486,https://www.google.com/maps/place/The+Legend+Star+-+Jawa+Timur+Park+3/data=!4m7!3m6!1s0x2e788117138060f9:0xd491beb870faed99!8m2!3d-7.8992846!4d112.5522486!16s%2Fg%2F11f4ptl393!19sChIJ-WCAExeBeC4Rme36cLi-kdQ?authuser=0&hl=id&rclk=1,89100,traveloka.com,https://www.traveloka.com/id-id/activities/indonesia/product/the-legend-star-jatim-park-3-tickets-2000625477122
343,Wisata Kota Batu,4.6,23,Wisata Kota Batu,-7.8800431,112.5367315,https://www.google.com/maps/place/Wisata+Kota+Batu/data=!4m7!3m6!1s0x2e7881c66de45293:0xc3489912affa5e11!8m2!3d-7.8800431!4d112.5367315!16s%2Fg%2F11g18t_gky!19sChIJk1LkbcaBeC4REV76rxKZSMM?authuser=0&hl=id&rclk=1,16000,tripwisatabromo.com,https://tripwisatabromo.com/artikel/harga-tiket-objek-wisata-di-batu-malang/
344,Drive Thru Park,4.3,368,Wisata Umum,-7.8885452,112.5301093,https://www.google.com/maps/place/Drive+Thru+Park/data=!4m7!3m6!1s0x2e7881d731d9b5f7:0x3c89b0c812d807a6!8m2!3d-7.8885452!4d112.5301093!16s%2Fg%2F11vljlcwz5!19sChIJ97XZMdeBeC4RpgfYEsiwiTw?authuser=0&hl=id&rclk=1,80750,traveloka.com,https://www.traveloka.com/id-id/activities/indonesia/product/drive-thru-park-8192675007001
345,Jawa Timur Park 2,4.7,52926,Taman hiburan ilmu pengetahuan alam,-7.888021,112.5295442,https://www.google.com/maps/place/Jawa+Timur+Park+2/data=!4m7!3m6!1s0x2e7880d6ffffffff:0xf36560f87fd4fd77!8m2!3d-7.888021!4d112.5295442!16s%2Fg%2F121s43xs!19sChIJ_____9aAeC4Rd_3Uf_hgZfM?authuser=0&hl=id&rclk=1,155000,instagram.com,https://www.instagram.com/reel/Cu6kYWHJdFo/?hl=id
